text,is_intervention,is_in
famili percept impact outcome-focus homecar older peopl experienc dementia live alon purpos purpos paper discuss whether use outcome-focus homecar improv subject well-b famili carer older peopl dementia also discuss famili carer percept whether intervent improv well-b rel design/methodology/approach qualit studi follow famili carer 20 servic user suffer dementia six-month period semi-structur interview undertaken three interv six month carer ask assess subject well-b start middl end studi find key find 20 famili carer express improv subject well-b older famili member appear settl result model care practic implic need consid use outcome-focus care intervent strategi older peopl live alon commun need provid support environ carer older peopl dementia limit sens isol prioritis outcome-focus care complex chaotic case originality/valu studi provid insight effect outcome-focus homecar older peopl experienc dementia perceiv famili carer previous research establish outcome-focus care increas subject well-b non-dementia suffer studi dovetail neatli demonstr effect dementia suffer perceiv famili carer addit studi also demonstr model outcome-focus care also improv subject well-b famili carer find help practition consid use model homecar potenti altern delay strategi residenti care,1,0
dark side famili commun commun model elder abus neglect addr potenti factor lead elder abus domest set paper propos model commun approach explain dyadic influenc betwe famili caregiv elderli care receiv give rise t. abus dysfunct commun betwe caregiv care receiv may therefor increa likelihood elder abus ground bugent colleagu work 1993 1999 2002 child abus propos power-ori commun model base part research i. field famili violenc intergener commun explai likelihood occurr elder abus famili caregiv situat argu certain risk factor pertain caregiv characterist perceiv high stress caregiv mental health issu histori substanc abus and/or display verbal aggress may like attribut consider power elderli custodianship a. time caregiv tend feel powerless experi loss control interact elderli counterpart elderli care receiv display noncompli behavior caregiv may prone employ abus behavior model refer physic abus verbal abus commun neglect seek complianc consequ abus may result lower self-esteem lower confid one 's abil manag his/her life suggest research practition investig parti interact close role elderli care receiv order detect interven prevent elder abus,1,0
design mobil social commun platform older chines peopl urban area increas proport older popul chang chines famili structur make older chines peopl vulner social isol previous articl illustr develop mobil social applic older peopl urban area china applic facilit organ leisure-tim activ older peopl similar interest live adjac area preliminari social requir older peoplewer collect user interview major function featur applic determin result interview usabl consider user interfac design older peopl collect fromliteratur integr prototyp mobil applic older peopl 's accept applic assess demonstr prototyp interview 100 older peopl live beij result highlight critic impact perceiv benefit relev older peopl 's adopt new technolog implic mobil social applic older chines peopl discuss,0,0
human care see person behind patient-a case studi articl import retain focu human older adult render care commun long-term care servic written experi director commun servic adult day health care adhc program program offic foundat devot improv health care older american research spent year conduct interview staff worker long-term care servic perspect profession person caregiv friend mani elder live community-in home nurs home divers profession person role perspect learn format authent human relationship go beyond routin medic nurs social work approach care play vital role heal address loneli elders-and transform live person profession caregiv well focu human need cost money place heavi demand worker fact one cost-effect approach improv qualiti health care attract worker field long-term care boost moral caregiv care recipi,1,0
sn platform activ monitor system elderli social network servic sn offer new way tackl challeng relat maintain elder autonomi later life age place loneli cost pressur welfar system age commun paper present commun activity-monitor concept util sn sensor technolog propos accept activitymonitor system increas context awar data deliveri use social media platform monitor system,0,0
build bridg project involv older adult design commun technolog support peer-to-p social engag varieti factor lead social isol loneli old age includ declin physic mental health well chang social environ build bridg project explor commun technolog help older adult remain social connect paper first provid overview prototyp commun system design support peer-to-p group interact descript usercent design process provid demonstr import involv older adult earliest stage implic design new technolog older adult discuss,1,0
"sexual function 1,202 age male differenti aspect background late-lif sexual import quality-of-lif issu minim explor survey seek extend knowledg relationship sexual attitud prefer sexual function larg group older community-dwel men method older men age 58-94 n 1,202 survey anonym self-administ questionnair includ 63 item regard present past actual desir sexual practic attitud result although age correl consist increas erectil dysfunct decreas sexual activ substanti number older men continu activ sexual behavior support posit attitud toward sexual function found health statu perceiv partner 's respons promin moder age effect conclus absenc social isol health issu mani older men show persist activ sexual lifestyl evidenc interest particip sexual activ find negat portion starkli neg imageri sexual express age male",1,0
"age suburbia assess senior need date survey focus older adult live suburban commun major american senior resid suburbia import understand factor imped success age set studi survey 1,151 senior examin need senior live larg suburban commun across two counti northeastern unit state specif area queri includ follow transport health statu social support self-suffici econom factor find reveal senior 85 minor report poor health drive especi high risk servic access problem social isol",1,0
administr 's perspect organ physic activ older adult long-term care facil background posit influenc physic activ pa health well document even old age pa remain use particip pa decreas age long-term care facil ltcf pa appear reduc bare minimum administr key role develop care polici ltcf import support organ pa ltcf object main object mixed-method studi identifi motiv barrier organ pa ltcf accord administr secondari goal examin knowledg world health organ guidelin regard pa reveal potenti motiv barrier implement guidelin method first 24 administr complet semistructur interview data analyz use deduct approach qualit content analysi obtain motiv barrier categor 3 differ level intraperson interperson commun accord socioecolog model 2 independ review conflict resolv third research next 127 administr flemish belgium ltcf complet onlin questionnair survey contain open-end uniqu multipl choic question regard ltcf pa guidelin well statement score 5-point likert scale regard perceiv motiv barrier organ pa session ltcf result qualit compon administr report 31 motiv 24 barrier organ pa ltcf survey maintain enhanc gener health resid 98 improv psycholog well-b resid mark key motiv intraperson level administr 97 convinc pa use way spend time ltcf resid encourag social contact 94 counter loneli 86 motiv cite interperson level commun level infrastructur facil 91 adequ suffici materi 88 main motiv barrier present particip score less import major administr 83 familiar guidelin pa 70 particip believ guidelin use 40 convinc realist implement guidelin ltcf conclus studi describ differ motiv barrier administr organ pa ltcf contrari studi lack staff lack adequ equip lack financi resourc reject potenti barrier organ pa. despit fact administr familiar guidelin pa believ guidelin use particip report sever barrier implement guidelin administr ltcf motiv implement guidelin pa integr daili activ educ ltcf staff regard pa provid,1,0
new pattern long-term care hungari skype youth volunt paper present result model programm hungari design test hypothesi internet-illiter elderli peopl receiv long-term care home would ceas feel lone could learn use skype research posit result older peopl learnt use skype commun via skype strengthen famili interperson relat also improv elderli person mental state without need physic activ part carer new element action research inclus young 14-16-year-old volunt transfer knowledg youngest actor enabl chang network contact mental state elderli peopl rapid posit result transfer link regular voluntari activ new form `` play '' volunt young peopl volunt subject take school becam enjoy someth young peopl sick home-bound elderli peopl success integr societi new intergener relationship form research found way involv potenti new human care resourc teenag eldercar,1,1
subject well-b amongst community-dwel elder determin satisfact life find dublin healthi age studi background life satisfact subject express well-b success age subject well-b major determin health outcom older peopl aim studi determin factor predict well-b older peopl live commun measur satisfact life method relationship life satisfact measur life satisfact index lsi-a physic cognit demograph variabl examin 466 older peopl live commun use stepwis regress model result depress loneli neurotic extravers recent particip physic activ age self-report exhaust independ predictor life satisfact elderli cohort conclus subject well-b measur life satisfact scale predict depress loneli person trait recent particip physic activ self-report exhaust mental emot statu older individu well engag physic activ import physic function come life satisfact measur well-b success age area repres key target intervent,1,0
messag center enhanc elder commun messag center home-bas commun solut specif design elder research indic insuffici commun amongst elder caus sever challeng daili activ loneli social isol decreas appetit biggest caus challeng elder increasingli remov commun technolog includ email text messag mobil phone due cognit physic difficulti overcom problem incorpor familiar pen paper base interact allow instantan messag via digit network design messag center strive creat easier venu activ cross-gener commun elder younger famili member often caregiv paper demonstr user sensit inclus design process gener user need evalu prototyp key theme messag center project show usabl emot design deriv user inclus design process encourag elder adopt new commun technolog,0,0
social isol physic inact older us adult result third nation health nutrit examin survey physic inact risk factor cardiovascular chronic diseas shown physic inact social isol increas age factor detriment physic mental well-b purpos present studi examin relationship physic inact social isol older us adult use data nation repres cross-sect survey third nation health nutrit examin survey 1988-1994 assess age- race-specif preval leisure-tim physic activ relat variou form social interact preval leisure-tim physic activ increas age men women non-hispan white non-hispan black mexican american preval leisure-tim physic activ increas older us adult social isol social isol relat physic inact among person 60 year older longitudin intervent studi need establish whether increas social support translat activ popul older adult,1,0
model computer-medi social support among older adults.. internet use grow exponenti older adult one fastest grow onlin user group due variou physiolog psychosoci chang associ age older adult prone social isol internet e-mail may serv new sourc support older adult connect friend famili member well provid use inform studi base prior research find sociolog commun informat model computer-medi social support among older adult explain relationship among computer-medi social network cmsn perceiv function social support network psycholog well-b commun dwell older adult propos primari purpos studi test model use structur equat model sem,0,0
mammari cancer social interact identifi multipl environ regul gene express throughout life span human genom sequenc along major anim model urgent need defin environ interact gene tradit view focus way gene product interact nuclear environ regul cell function caus physiolog chang behavior diseas manifest throughout develop age although view essenti equal essenti understand convers relationship name identifi environ higher level organ regul express specif gene given vast problem one effect strategi start trait gene alreadi identifi malign diseas rat social isol hypervigil increas incid mammari tumor acceler age shorten life span propos similar environment regul gene express may underli disproportion high mortal premenopaus breast cancer black minor group experi high level loneli hypervigil goal identifi environments-soci psycholog hormon cellular-regul genet mechan mammari cancer risk well specif time life span 2005 gerontolog societi america,1,0
countri origin predict nutrit risk among commun live older peopl object assess nutrit risk statu commun live older peopl identifi associ risk factor design cross-sect studi use conveni sampl set north shore citi auckland new zealand data collect carri research nutritionist use comput assist person interview particip 's home particip fifty-on independ live peopl age 80 85 year measur survey use three valid questionnair practition assess network type pant evalu social network elderli assess system easy-car evalu physic mental wellb senior commun risk evalu eat nutrit version ii screen ii assess nutrit risk result third particip 31 high risk malnutrit screen ii score 50 rang 29-58 maximum score 64 major particip 82 live alon nearli half 47 support social network includ close relationship local famili friend neighbour low self-rat health disabl social factor born outsid new zealand lose spous loneli key underli factor associ nutrit risk conclus nutrit risk common among age individu live commun health social factor shape eat behaviour place older peopl increas nutrit risk strategi need earli identif risk factor prevent nutrit problem engag older peopl risk share meal prepar dine experi may foster better outcom,1,0
align social interact space intergener famili member adopt digit media support social interact among famili member caus misalign social interact space differ gener usual produc social isol elderli peopl due limit use digit media thesi work studi cross-gener famili commun practic order provid insight design computer-medi solut help reduc social isol elderli peopl base intend support famili connect social person model tri align social interact space elderli famili member,1,0
improv patient experi contin care incontin affect peopl age gender devast psycholog social financi implic individu famili mani peopl may fail seek help incontin year due embarrass stigma turn lead social isol preval bladder bowel incontin increas worldwid part due age popul -more peopl look residenti nurs home ever admiss acut care due incontinence-associ condit increas factor increas burden care health social care staff potenti lead lack qualiti servic digniti intern accept fundament human right yet host public inquiri franci report 2013 uk repeatedli rais issu failur respect patient 's digniti particularli relat contin care articl explor contin care caus complic issu commun nurs help ensur seen essenti element care rather dismiss requir basic skill,1,0
web-en convers interact method improv cognit function result 6-week random control trial introduct increas social interact could promis intervent improv cognit function examin feasibl random control trial assess whether conversation-bas cognit stimul person comput webcam user-friendli interact internet interfac high adher posit effect cognit function among older adult without dementia method daili 30-minut face-to-fac commun conduct 6-week trial period intervent group control group receiv weekli telephon interview cognit statu normal subject mild cognit impair oper defin global clinic dementia rate 0 0.5 respect age sex educ mini mental state examin score clinic dementia rate score balanc factor random subject recruit use mass-mail invit pre- postintervent differ cognit test score loneli score compar control intervent group use linear regress model result eighty-thre subject particip 41 intervent group 42 control group mean ± standard deviat age 80.5 ± 6.8 year adher protocol high dropout mean percentag day complet target trial day among intervent group 89 rang 77 -100 among cognit intact particip intervent group improv control group semant fluenci test p =.003 post-trial assess phonem fluenci test p =.004 18-week assess among mild cognit impair trend p =.04 toward improv psychomotor speed observ intervent group conclus daili convers way user-friendli internet commun program demonstr high adher among cognit intact intervent group show greater improv test language-bas execut function increas daili social contact commun technolog could offer cost-effect home-bas prevent method addit studi longer follow-up durat requir examin whether intervent slow cognit declin delay onset dementia,1,1
studi resid five old peopl 's home singapor singapor multi-raci commun undergo rapid transform urban industri societi mani eastern tradit extend famili system rapidli die also problem age peopl migrat long ago singapor china india without spous children mani lost contact famili studi carri among 449 resid five old peopl 's home singapor found chines christian over-repres 21.8 per cent born singapor major 70 year age singl widow 70 per cent children grandchildren singapor absenc rel common reason admiss littl incom save visit past one year receiv 34.1 per cent other receiv visit one year 69.5 per cent never left home other infrequ almost three-quart subject particip home activ slightli 10 per cent help home howev fewer 10 per cent dissatisfi live condit 20.5 per cent said often felt lone vast major 86.9 per cent happi,1,0
cultur particip older adult investig contribut lowbrow highbrow activ social integr satisfact life paper analys contribut cultur activ make social integr satisfact life older adult use nation repres dutch sampl older peopl particip less frequent social gather fewer close contact adult popul gener also experi increas feel loneli contrast older dutch adult feel better integr social suggest feel social integr loneli independ one anoth older adult show higher particip rate highbrow activ compar adult popul whole studi howev show lowbrow undiscrimin behaviour may increas social integr satisfact life consequ may appropri stimul older peopl particip frequent lowbrow activ popular music event cabaret cinema public policy-mak therefor consid chang focu highbrow lowbrow activ order respond social challeng associ older age,1,0
mediat asymmetri famili commun support einclus older adult background rise mobil web-bas technolog diversifi mechan use peopl social result issu famili commun among concern reluct older adult use digit media may caus social isol lead neg effect physic mental health object paper aim formal model mediat asymmetri cross-gener commun support einclus older adult method conduct semi-structur interview member 20 cross-gener famili follow ground theori approach identifi emerg theme regard asymmetri famili commun practic older adult involv deriv formal computer-bas mediat strategi use model-driven engin approach result identifi three main sourc asymmetri 1 implicit famili agreement term social interact 2 capabl prefer use particular media 3 unbalanc socio-affect coupl involv parti propos model address asymmetri provid strategi coordin commun effort famili member elder conclus use propos model design softwar support famili commun conceiv effect mechan coordin mediat social commun among cross-gener famili member digit mean allow elderli show better reaction digit media thu facilit accept appropri inform technolog,1,0
review social isol import underassess condit older adult social isol major preval health problem among community-dwel older adult lead numer detriment health condit high preval increas number older person social isol impact health well-b qualiti life numer older adult forese futur review seri literatur search cinahl psycinfo medlin databas conduct use key word `` social isol '' `` social network '' `` older adult '' `` elderli '' `` belong '' `` perceiv isol '' `` social engag '' `` social contact '' `` social integr '' period 1995-2010. result show overabund evid demonstr numer neg health outcom potenti risk factor relat social isol howev scarc evid public health profession assess social isol older person despit uniqu access social isol homebound older adult addit viabl intervent found therefor advis focu prevent social isol older adult public health profession take step toward increas earli assess social isol refer at-risk individu avail commun resourcesin ordertoprev social isol isol would serv reduc numer neg health outcom associ condit,1,0
demograph chang alpin space transdisciplinari strategi definit spatial plan region develop exampl south tyrol demographisch wandel im alpenraum transdisziplinär strategiefindung von raumplanung und regionalentwicklung beispiel südtirol popul number structur subject constant chang due commun alpin region face specif challeng case studi set south tyrol follow transdisciplinari approach show consequ demograph chang perceiv import alpin municip paper outlin strateg spatial plan region develop approach may help compens problem research base participatori approach socio-statist analysi use identifi possibl area action area identifi includ adapt tourist infrastructur demograph determin chang tourist requir need ii develop integr measur order cope increas in-migr iii prevent social isol senior research support local decis maker region scientist well result concret collabor demograph relev region develop project,1,0
age urban japan intergener read tokyo purpos purpos paper introduc volunt network tokyo metropolitan area address urg senior citizen stay mental activ provid possibl particip intergener contact feel includ use societi design/methodology/approach research deriv literatur review local govern document onlin present well interview conduct tokyo senior inform site find reprint research product intergener sympathi network tokyo one answer combin mental challeng activ intergener contact network present easi reach easi implement divers school enabl children experi tradit form storytel help senior citizen feel challeng need practic implic learn experi reprint network could help set similar activ commun deal problem seek way includ senior citizen help stay activ use commun encourag intergener contact originality/valu japan one forerunn come age popul yet research still focuss challeng care especi problem occur die rural area paper instead tri take posit look futur concentr urban life context,1,0
experi young peopl depress qualit studi peopl develop depress experi maelstrom emot struggl understand happen experi compar well document older adult much less known depress experi respons young peopl studi aim explor experi young peopl diagnos depress twenty-six young peopl recruit youth mental health servic qualit interpret design use incorpor semi-structur audio-record interview result provid four overlap theme reflect young peopl 's difficulti come term respond self-protect harm time life-threaten way depress 1 struggl make sens situat 2 spiral 3 withdraw 4 contempl self-harm suicid studi conclus young peopl face consider difficulti come term respond depress improv young peopl 's understand depress treatment reduc commun stigma provid access youth-focus servic remain import target intervent also import improv mental health literaci commun increas awar depress mental health profession includ nurs respond effect young person,1,0
`` n't come listen '' experi loneli among older peopl kwahu ghana.. articl describ life condit elderli peopl rural commun ghana deal paradox situat elderli peopl still engag social activ yet experi loneli argu spite respect given elderli peopl deni regard valuabl proof respect companionship listen wisdom advic loss ultim respect constitut experi loneli articl part broader anthropolog studi social cultur mean grow old rural ghanaian commun,1,0
factor influenc mean life old age purpos studi purpos survey community-dwel elder level mean life identifi factor influenc mean life holist physic psycholog social spiritu aspect provid basic inform develop intervent program strategi enhanc community-dwel elder mean life method studi descript research design investig influenc factor mean life among community-dwel elder particip 306 communic elder age=65 data collect april octob 2013 analyz use descript statist t-test anova pearson correl coeffici stepwis multipl regress result signific differ mean life gender age residenti area educ level employ statu extra-occup activ marriag statu famili live arrang relationship peopl live togeth live type monthli allow welfar center visit time signific correl found health promot behavior r=.648 social support r=.672 self-transcend r=.300 loneli r=-.698 signific predictor mean life loneli health promot behavior subject health self-transcend social support vocat statu famili live arrang conclus result studi suggest need develop integr intervent program promot mean life reduc loneli,1,0
social particip healthi age neglect signific protect factor chronic non communic condit background low middl incom countri age much faster rate richer countri especi asia happen time globalis migrat urbanis smaller famili older peopl make signific contribut famili commun often undermin chronic diseas prevent disabl social particip help protect morbid mortal argu social particip deserv much greater attent protect factor older peopl play use role prevent manag chronic condit present exampl low-cost sustain strategi increas social particip among elder sri lanka.discuss current intern polici initi address increas preval non-communic chronic diseas focus cardiovascular diseas diabet respiratori diseas cancer respons much prematur mortal intervent modifi share risk factor high salt fat diet inact smoke alcohol use advoc older peopl also suffer chronic condit primarili affect qualiti life wider rang risk factor strong epidemiolog physiolog evid social isol particular import risk factor chronic diseas 'lifestyl risk factor yet current neglect use experi inexpens sustain strategi improv social particip among older peopl low lower middl incom countri experi form elder club retir tea estat worker sri lanka suggest mani benefit includ social support particip inter-gener contact collect voic facilit access health promot activ health care social welfar services.summari polici address increas chronic non-communic diseas includ consider healthi age condit affect qualiti life strategi increas social particip use exampl show feasibl catalys format elder club older peopl 's associ becom self-sustain promot social particip improv health well-b elder famili,1,0
neighborhood environ well-b older tenant plan hous relationship neighborhood characterist well-b elderli tenant studi nation area probabl sampl 153 plan hous environ 3000 tenant six indic tenant psycholog social well-b use depend variabl hierarch multipl regress neighborhood characterist enter person factor control neighborhood environment factor account signific proport residu varianc everi index well-b gener quiet neighborhood small middl size commun risk crime low conduc activ satisfi live older peopl well-b tend higher segreg build even factor exposur crime control although residu effect often small conclud environment base intervent could significantli enhanc well-b mani instanc widespread effect time-consum attempt chang individu,1,0
translat valid 18-item lubben social network scale older adult mongolia abstract background mongolia social demograph geograph factor heighten need reliabl mean assess social isol older adult purpos studi identifi translat valid measur method studi conduct two phase translat back translat 18-item lubben social network scale mongolian lsns-18-m field test establish reliabl valid explor potenti cut-off point sampl compris 198 mongolian age ≥55 year select six hospit ulaanbaatar mongolia result intern consist intraclass correl lsns-18-m excel indic high reliabl scale show strong converg social disconnected perceiv isol scale geriatr depress scale also invers relat self-rat health statu physic mental health subscal short form-12 sf-12 survey lsns-18-m score discrimin among three level social disconnected three level perceiv isol regard content valid 18 item load cleanli three factor origin lsns-18 inter-factor correl good factor correl lsns-18-m account two-third varianc score conclus lsns-18-m excel reliabl good valid sampl older mongolian use screen assess monitor social isol futur studi examin lack associ sf-12 assess scale 's use non-hospit non-urban older adult mongolia mongolian speaker outsid countri,1,0
shelter hous commun care paper consid role shelter hous follow introduct new commun care arrang 1993 examin continu uncertainti exact role commun care continu develop report studi conduct shropshir use postal survey interview older peopl servic profession studi highlight import shelter hous older peopl particularli reliev concern mainten repair social isol secur factor crucial overal peac mind qualiti life small proport tenant receiv help social servic commun care arrang addit support monitor servic coordin provid warden help remain shelter hous residenti nurs home care might otherwis necessari shelter hous overwhelmingli popular older peopl satisfact close associ avail qualiti warden servic although shelter hous current vogu hous polici paper argu play vital role local provis older peopl need close integr commun care polici time preserv characterist make popular resid,1,0
b role free bu travel mobil wellb older citizen london studi contribut literatur mobil wellb older age empir explor mean free bu travel older citizen address mean hold older peopl urban set under-research take london case studi older citizen free access rel extens public transport network freedom pass explor public health perspect mechan link travel benefit determin wellb addit way freedom pass enabl access health-rel good servic provid less tangibl benefit travel bu provid opportun meaning social interact travel part 'gener public provid sens belong visibl public arena-a social accept way tackl chronic loneli freedom pass describ provid access essenti good servic also wide prize mechan particip life citi argu mechan link mobil wellb cultur materi polit specif data suggest context good public transport avail right bu travel stigmatis experienc major contributor wellb rather transport choic last resort implic jurisdict work access transport older citizen broadli improv sustain citi,1,0
develop effect social presenc system older adult connect vital network commun distanc via use commun technolog aim offer enabl contact older adult typic restrict term mobil tend suffer loneli due lack social inclus technolog enabl commun distanc suffer greatli term provid feel connect lack also social presenc remot contact connect vital network put older adult centr attent studi need design suitabl human comput interact method implement social tele -presenc system enabl close promot social inclus key research studi workshop result design principl implement detail present paper,1,0
person remind inform social manag system prism trial rational method baselin characterist technolog hold promis term provid support older adult date limit robust systemat effort evalu psychosoci benefit technolog older peopl identifi factor influenc usabl uptak technolog system respons issu develop person remind inform social manag system prism softwar applic design older adult support social connect memori knowledg topic leisur activ access resourc trail evalu impact access prism system outcom social isol social support connect paper report approach use design prism system studi design methodolog baselin data trial trial multi-sit random field trial prism compar binder condit particip receiv binder contain content similar found prism sampl includ 300 older adult age 65-98. year live alon risk isol primari outcom measur trial includ indic social isol support well-b secondari outcom measur includ indic comput profici technolog uptak attitud toward technolog follow-up assess occur 6 12. month post-random result studi yield import inform potenti valu technolog older adult studi also demonstr user-cent iter design approach incorpor design evalu intervent protocol,0,0
reduct number hospit bed super-ag societi upsurg isol deaths.. studi examin factor lead elderli japanes patient die alon cost associ potenti solut done review literatur data concern japanes hous polici elderli household isol death cost medic care long-term care ltc due declin domest economi japanes home ownership lost former function asset-build elderli household overspend demand final resid low-incom frail elderli tenant greater risk isol death increas especi urban area inadequ postmortem examin system elderli patient requir high level treatment forcibl discharg hospit ltc cost peak 90 year age local govern facilit open special nurs home essenti provid hospit bed elderli patient immin risk die prevent isol death human right die digniti order accommod elderli patient need extens medic treatment provid appropri place point death convalesc bed need collabor hospit local govern integr commun care support center iccsc key solv problem,1,0
activ age access technolog evolv empir studi research interest see benefit internet elderli peopl grow network help group increas commun avoid isol loneli age activ europ decid 2012 year activ age paper present descript studi time seri analysi carri 2004 2012 aim know evolut level motiv need use comput internet elderli peopl environ univers train focus health life qualiti obtain result question paper hand sampl 419 peopl age 55 94 take part « inter-univers program experi » univers burgo obtain result match previou studi point notic increas use internet frequenc number user resourc caus elderli peopl 's desir keep activ up-to-d commun well need continu learn process tool link network suggest focus improv elderli peopl 's format futur research percept internet tool social particip,0,0
causal belief social particip loneli among older adult longitudin studi loneli seen social failur subject causal search lone lack friend accord attribut theori answer question influenc emot motiv behaviour studi examin relationship variou affili causal belief i.e. belief loneli friendship develop social particip loneli among older adult 72+ year cross-sect longitudin five year result show strongli endors internal/control causal belief i.e. believ make friend depend effort relat greater social particip moreov greater social particip relat less loneli external/uncontrol causal belief predict greater loneli fulli address loneli may import focu peopl 's causal belief,1,0
futur hous support need peopl dementia age societi australia grow recognit import plan futur care older peopl dementia pwd dementia predict becom lead caus disabl 2016 number case australia expect increas close 1 million 2050 aihw 2007 p.52 grow literatur around manag dementia date insight role hous support pwd plan coordin health hous servic limit project futur hous support need peopl dementia aim address gap chapter 1 provid introduct project report includ outlin research polici signific project major theme question frame research structur posit paper chapter 2 examin recent intern nation research dementia hous key find emerg review includ hous recognis critic protect factor relat health well-b older australian older australian articul desir retain independ support consumer-direct approach health care substanti proport pwd live commun estim 70 per cent pwd expect grow come decad pwd 's home critic qualiti life pwd like other commun spend signific proport time home continu live famili home share live love one primari signific enabl pwd cope challeng loss memori function one major advantag pwd remain home follow diagnosi home familiar environ pwd remain home hold distinct advantag mild moder stage condit situat chang condit progress co-resid caregiv becom critic companion support pwd continu undertak task compet assist task pwd experi loss capac pwd live alon risk social isol self-neglect self-injuri depress exploit other pwd like femal lower incom less like access servic support rang design intervent assist technolog make differ well-b pwd allow continu mobilis remain strength capac home modif effect decreas incid accid injuri strengthen home-bas social relationship network reduc strain caregiv pwd like remain place support live-in carer carer press need appropri hous less often address particularli low incom impact age popul hous sector substanti older household project grow 1.6 3.2 million 2008 2028. ahuri studi older person public hous 2008 found hous author staff felt well-equip assist tenant dementia littl knowledg limit relationship commun age care servic establish nation indigen dementia strategi reflect grow awar dementia public health concern indigen commun need coordin partnership approach indigen commun govern health network research commun respond commun need role hous well understood relat cognit declin dementia indigen commun howev recognis poor live condit poor qualiti hous exacerb problem indigen peopl remot area dementia pwd condit advanc typic transit residenti care literatur identifi three consist predictor entri residenti care dementia sever cognit declin behaviour psycholog symptom dementia caregiv health burden studi transit residenti care highlight import particip pwd carer decis enter residenti care service-integr hous australia experienc moder growth primarili within commun privat sector research polici develop requir ensur form hous provis support divers age popul chapter 3 examin avail secondari data hous circumst older australian pwd key find emerg review secondari data sourc relat pwd includ 266 574 pwd australia 2011. project increas 553 285 peopl 2030 942 624 2050. dementia rate rel low age 70 year incid rate increas rapidli 2011 approxim 157 864 pwd live owner-occupi home 145 735 live home own outright 12 129 live mortgag home 2011 approxim 11 756 pwd live privat rental 8957 pwd live public hous number pwd live public hous expect increas 8957 peopl 2011 12 916 2020 31 672 2050. number pwd live privat rental hous expect increas 11 756 peopl 2011 16 952 2020 41 570 2050. estim 2011 6003 cra recipi age 55 year dementia 643 age 55-64 year 5360 age 65 year estim 2011 1742 cra recipi age 55 year dementia experienc hous stress 262 age 55-64 year 1480 age 65 year estim 2011 30 per cent pwd live care accommod 70 per cent live commun relat live arrang 2009 almost 9 10 88 pwd live privat dwell live other 12 per cent live alon men like women live other 93 84 respect 2009 9 10 92 pwd live commun receiv care one carer pwd care famili either spouse/partn child/ren around 42 per cent main carer person dementia spouse/partn care recipi 44 per cent son daughter pwd live commun like need assist mobil 80 follow self-car 62 least like 39 need help commun final chapter provid outlin primari data collect stage project entail interview conduct two case site south australia sa tasmania research team conduct approxim 15 interview relev stakehold case site relev stakehold includ hous manag social worker age care servic provid research team conduct approxim 10 interview pwd carer across rang low cost hous set includ low incom owner-occupi privat rental tenant public commun hous tenant interview transcrib analys use qualit data analysi comput softwar packag nvivo,1,0
ethic evalu sociotechn intervent social isol older adult purpos articl consid ethic principl inform effect design implement technology-bas intervent aim promot well-b social isol older adult evalu new ipad applic small group older adult articl reflect ethic issu encount stage research process draw ethic principl benefic research merit integr justic respect identifi key issu consid futur design implement social isol intervent use new technolog key issu includ provid suffici support facilit ongo social interact b manag older adult expect c provid encourag without coercion respond individu need conclud import report ethic challeng incur evalu social isol intervent inform futur research import area,1,0
`` 's '' evid distinct benefit group engag enhanc cognit health age align research social capit gener health literatur larg bodi evid show older peopl social activ better cognit integr less vulner cognit declin present research address question whether type social engag group-bas vs. individu differenti effect cognit health outcom draw popul data n 3413 three wave i.e. wave 3 4 5 english longitudin studi age investig independ contribut group individu engag predict cognit function four year later hierarch linear regress use enter age gender socioeconom statu ethnic physic health covari final model control initi cognit function social engag group individu show group engag made signific sustain uniqu contribut subsequ cognit function furthermor effect group engag stronger increas age find extend previou work social determin health pinpoint type relationship particularli benefici protect cognit health fact group engag optim health outcom especi case increas age import implic direct commun resourc keep older adult mental activ independ longer,1,0
season variat home understand social experi older adult limit research import season live older adult previou research highlight season fluctuat physic functioning-includ limb strength rang motion cardiac death-th spread influenza season migrat pattern addit older adult experi isol variou reason declin physic cognit abil lack transport lack opportun social interact much attent paid social isol older adult yet littl analysi isol chang throughout year base find ethnograph studi older adult n 81 famili member n 49 support profession n 46 embark reloc home studi analyz process move older adult examin season fluctuat social isol effect environ social experi older adult isol occur difficulti inclement weather caus social interact mobil articl conclud discuss way research practic design implement account season variat,1,0
